Accession,Lat,Lon,YearCollected,Fitness,Location,Season,YearPlanted
Ta-0,49.41,14.66,1937,17.5,Norwich,Autumn,2006
Wa-1,52.23,21.01,1937,776.64,Norwich,Autumn,2006
Bd-0,52.45,13.28,1939,909.816,Norwich,Autumn,2006
Col-0,52.73,15.24,1939,479.32,Norwich,Autumn,2006
Dr-0,51.1,13.82,1939,2600.6325,Norwich,Autumn,2006
Gie-0,50.58,8.65,1939,0,Norwich,Autumn,2006
Gr-3,47.07,15.44,1939,1464.784,Norwich,Autumn,2006
Gr-6,47.07,15.44,1939,4882.624,Norwich,Autumn,2006
In-0,47.26,11.39,1939,3027.776,Norwich,Autumn,2006
Is-0,50.48,7.6,1939,2766.698,Norwich,Autumn,2006
La-1,52.73,15.24,1939,3065.514,Norwich,Autumn,2006
Ler-1,52.73,15.24,1939,201,Norwich,Autumn,2006
Lu-1,55.7,13.19,1939,4540.576,Norwich,Autumn,2006
St-0,59.33,18.06,1939,9051.826,Norwich,Autumn,2006
Bl-1,44.49,11.35,1940,3800.8,Norwich,Autumn,2006
Bs-1,47.56,7.58,1940,5264.236,Norwich,Autumn,2006
Bs-5 ,47.56,7.58,1940,6739.496,Norwich,Autumn,2006
Bsch-0,50.02,8.67,1940,1264.484,Norwich,Autumn,2006
Da-0,49.87,8.65,1940,5336.18,Norwich,Autumn,2006
Fr-2,50.12,8.68,1940,2611.604,Norwich,Autumn,2006
Li-2:1 ,50.37,8.12,1940,4129.728,Norwich,Autumn,2006
Si-0,50.87,8.02,1940,12423.2,Norwich,Autumn,2006
Vi-0,50.18,8.74,1940,5876.16,Norwich,Autumn,2006
Bu-0,50.7,9.72,1941,506.42,Norwich,Autumn,2006
Ep-0,50.17,8.39,1941,8518.4,Norwich,Autumn,2006
Kn-0,54.9,23.89,1942,2817.404,Norwich,Autumn,2006
Rsch-0,56.27,34.33,1942,3343.76,Norwich,Autumn,2006
Chi-0,53.74,34.74,1943,1425.6,Norwich,Autumn,2006
Lm-2,48.01,0.2,1943,5292.815,Norwich,Autumn,2006
Nw-1,50.32,8.41,1943,1085.77,Norwich,Autumn,2006
Nw-3 ,50.32,8.41,1943,5584.544,Norwich,Autumn,2006
Rou-0,49.44,1.1,1943,21133,Norwich,Autumn,2006
Stw-0,52.97,36.07,1943,2753.762,Norwich,Autumn,2006
Ws-0,53.09,30.91,1943,6959.61,Norwich,Autumn,2006
Li-6:1,50.37,8.12,1944,16897.399,Norwich,Autumn,2006
G-0,50.39,8,1947,2210.14,Norwich,Autumn,2006
Ga-0,50.3,8,1948,8075.1175,Norwich,Autumn,2006
Li-10,50.37,8.12,1948,1196.324,Norwich,Autumn,2006
Ll-0,41.83,2.89,1948,16366.964,Norwich,Autumn,2006
Ll-2 ,41.83,2.89,1948,2987.994,Norwich,Autumn,2006
Loh-0,50.37,8.12,1948,8207.6,Norwich,Autumn,2006
Pla-0,41.92,3.08,1948,206.5,Norwich,Autumn,2006
Se-0,41.42,2.25,1948,10999.308,Norwich,Autumn,2006
Sei-0,46.55,11.56,1948,1950.904,Norwich,Autumn,2006
Sf-1,42.47,0.53,1948,4929.708,Norwich,Autumn,2006
Sf-2 ,42.47,0.53,1948,17751.42,Norwich,Autumn,2006
Ts-1,41.72,2.93,1948,20168.106,Norwich,Autumn,2006
Ts-5,41.72,2.93,1948,9289.75,Norwich,Autumn,2006
Mr-0,44.78,9.77,1952,127.44,Norwich,Autumn,2006
An-1,51.22,4.42,1954,5017.333333,Norwich,Autumn,2006
Bla-1,41.67,2.79,1954,8413.33,Norwich,Autumn,2006
Co-2,40.21,-8.43,1954,4089.9,Norwich,Autumn,2006
Fe-1,48,7.85,1954,9285.23,Norwich,Autumn,2006
Sg-1,48.12,8.33,1954,6056.728,Norwich,Autumn,2006
Uk-4,48.03,7.76,1954,315.02,Norwich,Autumn,2006
Ak-1,48.07,7.65,1955,21045.262,Norwich,Autumn,2006
Lo-1,47.62,7.66,1955,5187.6,Norwich,Autumn,2006
Mrk-0,47.64,7.59,1955,7597.32,Norwich,Autumn,2006
Set-0,54.07,-2.28,1955,NA,Norwich,Autumn,2006
Bla-10Ê,41.67,2.79,1956,12246.36,Norwich,Autumn,2006
Gd-1,53.55,10.78,1957,5133.725,Norwich,Autumn,2006
Pt-0,53.48,10.61,1957,706,Norwich,Autumn,2006
G-2 ,51.53,9.93,1958,340.2,Norwich,Autumn,2006
Goettingen-22,51.32,9.55,1959,2119.594,Norwich,Autumn,2006
Goettingen-7,51.32,9.55,1959,0,Norwich,Autumn,2006
Rennes-1,48.5,-1.41,1959,4224.942,Norwich,Autumn,2006
Aa-0,50.92,9.57,1959,1171.8,Norwich,Autumn,2006
Ba-1,56.54,-4.79,1959,8300.261,Norwich,Autumn,2006
Ca-0,50.3,8.27,1959,9926.0125,Norwich,Autumn,2006
El-0,51.3,9.97,1959,2947.914,Norwich,Autumn,2006
Hh-0,54.42,9.89,1959,NA,Norwich,Autumn,2006
Hn-0,51.33,8.27,1959,7698.665,Norwich,Autumn,2006
Lan-0,55.67,-3.78,1959,16086.28,Norwich,Autumn,2006
Ag-0,45.1,1.93,1960,3150.565,Norwich,Autumn,2006
Et-0,44.64,2.56,1960,3947.3,Norwich,Autumn,2006
Hl-0,52.26,9.63,1960,NA,Norwich,Autumn,2006
Pn-0,48.07,-2.97,1960,3906.66,Norwich,Autumn,2006
Hl-3 ,51.57,9.9,1961,2613.031,Norwich,Autumn,2006
Hs-0,52.91,9.02,1961,4482.216,Norwich,Autumn,2006
Ty-0,56.43,-5.24,1961,5024.78,Norwich,Autumn,2006
Np-0,52.7,10.98,1963,153.2,Norwich,Autumn,2006
Fi-0,50.5,8.02,1964,2326.0125,Norwich,Autumn,2006
Me-0,51.92,10.11,1964,4262.76,Norwich,Autumn,2006
Nd-1,47.4,8.18,1964,5801.968,Norwich,Autumn,2006
Or-0,50.38,8.01,1964,145.55,Norwich,Autumn,2006
Ove-0,53.54,7.8,1964,7,Norwich,Autumn,2006
Sh-0,51.68,10.21,1964,1147.875,Norwich,Autumn,2006
Wc-2,52.6,10.08,1964,1273.68,Norwich,Autumn,2006
Wt-5,52.65,9.84,1964,336.28,Norwich,Autumn,2006
Sue-0,37.18,-3.6,1967,1959.315,Norwich,Autumn,2006
Sah-0,38.9,-3.05,1974,NA,Norwich,Autumn,2006
Mz-0,47.97,7.83,1975,2668.852,Norwich,Autumn,2006
Per-1,58,56.24,1975,1241.64,Norwich,Autumn,2006
So-0,61.55,6.33,1975,576.72,Norwich,Autumn,2006
Bus-0,60.47,8.47,1976,1422.36,Norwich,Autumn,2006
Nie-0,50.34,8.43,1976,3271.86,Norwich,Autumn,2006
Hel-1,60.17,24.94,1977,2877.444,Norwich,Autumn,2006
Nc-1,48.61,6.25,1977,3990.132,Norwich,Autumn,2006
Al-0,55.19,9.01,1978,0,Norwich,Autumn,2006
Eil-0,51.47,12.62,1978,2861.89,Norwich,Autumn,2006
Ge-1,46.2,6.14,1978,1253.28,Norwich,Autumn,2006
No-0,51.06,13.3,1978,3698.61,Norwich,Autumn,2006
Ob-2,50.2,8.58,1978,24345.44,Norwich,Autumn,2006
Sol-0,55.54,12.18,1978,1685.22,Norwich,Autumn,2006
Ste-0,52.6,11.87,1978,33.8,Norwich,Autumn,2006
Db-0,50.09,8.24,1979,10894.456,Norwich,Autumn,2006
Es-0,60.21,24.65,1979,0,Norwich,Autumn,2006
Lip-0,50.14,19.4,1980,12122.396,Norwich,Autumn,2006
Bay-0,49.95,11.58,1983,3237.436,Norwich,Autumn,2006
Mnz-0,50,8.27,1984,6287.095,Norwich,Autumn,2006
Dra-0,49.42,16.27,1987,397.718,Norwich,Autumn,2006
Jm-0,49.07,16.25,1987,25847.801,Norwich,Autumn,2006
Ang-0,50.62,5.6,1987,5093.824,Norwich,Autumn,2006
Cit-0,43.38,2.54,1987,3063.84,Norwich,Autumn,2006
Gy-0,46.52,1.38,1987,10741.16,Norwich,Autumn,2006
Lz-0,45.83,3.38,1987,15962.66,Norwich,Autumn,2006
Ra-0,46.02,3.35,1987,164.66,Norwich,Autumn,2006
Nok-3,52.23,4.45,1989,5650.87,Norwich,Autumn,2006
Arby-1,59.38,16.52,1990,5370.48,Norwich,Autumn,2006
Benk-1,52,5.68,1990,11548.66667,Norwich,Autumn,2006
Chat-1,48.07,1.33,1990,2607.26,Norwich,Autumn,2006
Ema-1,51.28,0.45,1990,23682.86,Norwich,Autumn,2006
Eri-1,56.44,15.36,1990,NA,Norwich,Autumn,2006
Lp2-2,49.22,16.39,1990,37.4,Norwich,Autumn,2006
Lp2-6,49.22,16.39,1990,6162.02,Norwich,Autumn,2006
Pu2-23,49.42,16.42,1990,794.12,Norwich,Autumn,2006
Pu2-7,49.42,16.42,1990,2232.3,Norwich,Autumn,2006
Rak-2,49.04,16.31,1990,2975.12,Norwich,Autumn,2006
Rome-1,41.9,12.48,1990,7855.9,Norwich,Autumn,2006
Sap-0,49.81,14.4,1990,1935.2,Norwich,Autumn,2006
Ting-1,56.52,14.98,1990,1947.75,Norwich,Autumn,2006
Wei-0,47.42,8.43,1990,2622.8,Norwich,Autumn,2006
Wei-1,47.42,8.43,1990,12294.9,Norwich,Autumn,2006
Zu-0,47.37,8.54,1990,NA,Norwich,Autumn,2006
Zu-1,47.37,8.54,1990,2800.14,Norwich,Autumn,2006
Abd-0,57.15,-2.22,1993,12603.788,Norwich,Autumn,2006
C24,40.21,-8.43,1993,4378.96,Norwich,Autumn,2006
Jl-5,49.31,16.61,1993,16794.76,Norwich,Autumn,2006
Ka-0,46.72,14.18,1993,2672.6,Norwich,Autumn,2006
Kondara,38.35,68.48,1993,9826.86,Norwich,Autumn,2006
Litva,55.17,23.88,1993,7043.2325,Norwich,Autumn,2006
Petergof,59.87,29.92,1993,4304.6,Norwich,Autumn,2006
PHW-1,41.9,12.5,1993,NA,Norwich,Autumn,2006
PHW-2,43.77,11.26,1993,3753.382,Norwich,Autumn,2006
PHW-26,50.67,-3.84,1993,9134.13,Norwich,Autumn,2006
PHW-3,50.94,6.96,1993,NA,Norwich,Autumn,2006
PHW-31,52.4,0.26,1993,5290.684,Norwich,Autumn,2006
Rld-2,56.27,34.33,1993,3929.554,Norwich,Autumn,2006
Rubezhnoe,49.01,38.38,1993,0,Norwich,Autumn,2006
Sha,38.35,68.48,1993,78,Norwich,Autumn,2006
Alc-0,40.48,-3.36,1998,5488.66,Norwich,Autumn,2006
NFC1,51.41,-0.67,1998,8683.22,Norwich,Autumn,2006
NFE1,51.41,-0.67,1998,607.04,Norwich,Autumn,2006
PUZ16 ,49.21,17.7,1998,5366.8,Norwich,Autumn,2006
Bil-7,63.19,18.29,2000,7171.848,Norwich,Autumn,2006
Bor-1,49.12,16.37,2000,5300.97,Norwich,Autumn,2006
Bor-4,49.12,16.37,2000,2196.38,Norwich,Autumn,2006
CIBC-17,51.25,0.41,2000,0,Norwich,Autumn,2006
CIBC-5,51.25,0.41,2000,7247.8,Norwich,Autumn,2006
Eden-1,62.58,17.92,2000,0,Norwich,Autumn,2006
Eden-2,62.58,17.92,2000,9705.748,Norwich,Autumn,2006
Fab-4,63.01,18.19,2000,434.016,Norwich,Autumn,2006
Fei-0,40.93,-8.54,2000,16455.528,Norwich,Autumn,2006
HR-10,51.25,0.41,2000,8314.84,Norwich,Autumn,2006
HR5,51.25,0.41,2000,23715.812,Norwich,Autumn,2006
KZ1,49.5,73.1,2000,1210.076,Norwich,Autumn,2006
KZ9,49.5,73.1,2000,990,Norwich,Autumn,2006
Lov-1,62.58,17.92,2000,3621.84,Norwich,Autumn,2006
N10,61.95,34.2,2000,NA,Norwich,Autumn,2006
N11,62.01,34.07,2000,3600.77,Norwich,Autumn,2006
N13,62.13,34.02,2000,881.42,Norwich,Autumn,2006
N15,62.21,34.26,2000,4738.828,Norwich,Autumn,2006
N17,61.78,34.36,2000,7337.324,Norwich,Autumn,2006
N7,61.9,34.6,2000,1388.78,Norwich,Autumn,2006
N8,61.97,34.56,2000,NA,Norwich,Autumn,2006
NFA-10,51.25,0.41,2000,17193.75,Norwich,Autumn,2006
Omo2-1,56.25,15.25,2000,4134.5,Norwich,Autumn,2006
Omo2-3,56.25,15.25,2000,0,Norwich,Autumn,2006
Ost-0,60.26,18.37,2000,349.16,Norwich,Autumn,2006
Pro-0,43.25,-6.02,2000,3759.856,Norwich,Autumn,2006
Spr1-2,56.32,14.29,2000,2590.842,Norwich,Autumn,2006
Spr1-6,56.32,14.29,2000,2541.62,Norwich,Autumn,2006
Sq-1,51.25,0.41,2000,13216.64,Norwich,Autumn,2006
Sq-8,51.25,0.41,2000,3791.28,Norwich,Autumn,2006
Tamm-2,59.92,23.25,2000,403.92,Norwich,Autumn,2006
Tamm-27,59.92,23.25,2000,7746.075,Norwich,Autumn,2006
Ull2-3,56.09,13.46,2000,5412.868,Norwich,Autumn,2006
Ull2-5,56.09,13.46,2000,1888.133333,Norwich,Autumn,2006
Uod-1,48.07,14.53,2000,6539.78,Norwich,Autumn,2006
Uod-7,48.07,14.53,2000,1279.604,Norwich,Autumn,2006
Var2-1,55.42,14.25,2000,2400.868,Norwich,Autumn,2006
Var2-6,55.42,14.25,2000,5427.433333,Norwich,Autumn,2006
Zdr-1,49.12,16.37,2000,3766,Norwich,Autumn,2006
Zdr-6,49.12,16.37,2000,3293.961,Norwich,Autumn,2006
Bas-1,51.84,79.48,2002,1669.92,Norwich,Autumn,2006
Bas-2,51.82,79.48,2002,1239.84,Norwich,Autumn,2006
Bas-3,51.84,79.46,2002,2441.26,Norwich,Autumn,2006
Cha-1,53.6,79.39,2002,1048.802,Norwich,Autumn,2006
Cha-2,53.6,79.37,2002,2084.45,Norwich,Autumn,2006
Kly-1,51.34,82.57,2002,4475.936,Norwich,Autumn,2006
Kly-2,51.31,82.59,2002,418.46,Norwich,Autumn,2006
Kly-3,51.36,82.59,2002,4544.937,Norwich,Autumn,2006
Kly-4,51.32,82.55,2002,587.82,Norwich,Autumn,2006
Kly-5,51.32,82.55,2002,4253.588,Norwich,Autumn,2006
Kly-6,51.33,82.54,2002,1560.234,Norwich,Autumn,2006
Koz-1,51.35,82.18,2002,1991.61,Norwich,Autumn,2006
Koz-2,51.33,82.19,2002,0,Norwich,Autumn,2006
Koz-3,51.34,82.16,2002,2732.549,Norwich,Autumn,2006
Leb-1,51.65,80.79,2002,1227.65,Norwich,Autumn,2006
Leb-2,51.67,80.82,2002,3202.778,Norwich,Autumn,2006
Leb-3,51.66,80.82,2002,1765.59,Norwich,Autumn,2006
Leb-4,51.63,80.83,2002,1556.26,Norwich,Autumn,2006
Mas-3,54.13,81.31,2002,1883.873,Norwich,Autumn,2006
Nos-1,51.87,80.6,2002,1321.94,Norwich,Autumn,2006
1-Nov,51.75,80.82,2002,446.824,Norwich,Autumn,2006
2-Nov,51.77,80.85,2002,1811.054,Norwich,Autumn,2006
3-Nov,51.73,80.86,2002,639.6,Norwich,Autumn,2006
Rak-2,51.84,80.06,2002,1391.1,Norwich,Autumn,2006
Rak-3,51.84,80.06,2002,766.971,Norwich,Autumn,2006
Sev-1,52.1,79.31,2002,405,Norwich,Autumn,2006
Sij-1/72,41.45,70.05,2002,51.84,Norwich,Autumn,2006
Sij-4/82,41.45,70.05,2002,404.2,Norwich,Autumn,2006
Blh-2,48.29,19.85,NA,131.04,Norwich,Autumn,2006
M3385S,59.33,18.06,NA,1733.048,Norwich,Autumn,2006
Sorbo,38.35,68.48,NA,0,Norwich,Autumn,2006
Utrecht,52.09,5.12,NA,12347.18,Norwich,Autumn,2006
Br-0Ê,49.19,16.61,NA,77,Norwich,Autumn,2006
Cen-0,49.18,-0.36,NA,24.96,Norwich,Autumn,2006
Cha-0,46.03,7.12,NA,2057.16,Norwich,Autumn,2006
Edi-0,55.95,-3.19,NA,163.2,Norwich,Autumn,2006
Ei-2,50.25,6.67,NA,618,Norwich,Autumn,2006
Ei-4 ,50.25,6.67,NA,921.63,Norwich,Autumn,2006
Ei-6 ,50.25,6.67,NA,739.36,Norwich,Autumn,2006
Hi-0,52.22,5.17,NA,4694.7,Norwich,Autumn,2006
Ko-2,55.68,12.57,NA,710.854,Norwich,Autumn,2006
Ko-3,55.3,11.75,NA,3805.572,Norwich,Autumn,2006
Le-0,52.16,4.49,NA,23729.98,Norwich,Autumn,2006
Mh-1,53.52,20.2,NA,2241.47,Norwich,Autumn,2006
Ms-0,55.76,37.62,NA,94.5,Norwich,Autumn,2006
Pf-0,48.55,9.11,NA,5950.6,Norwich,Autumn,2006
Wil-2,54.69,25.28,NA,1774.77,Norwich,Autumn,2006
Ta-0,49.41,14.66,1937,29128.73333,Halle,Autumn,2006
Wa-1,52.23,21.01,1937,6833.123333,Halle,Autumn,2006
Bd-0,52.45,13.28,1939,27825.16,Halle,Autumn,2006
Col-0,52.73,15.24,1939,24618.112,Halle,Autumn,2006
Dr-0,51.1,13.82,1939,47424.74833,Halle,Autumn,2006
Gie-0,50.58,8.65,1939,13450.34,Halle,Autumn,2006
Gr-3,47.07,15.44,1939,21097.796,Halle,Autumn,2006
Gr-6,47.07,15.44,1939,43572.62,Halle,Autumn,2006
In-0,47.26,11.39,1939,19917.46,Halle,Autumn,2006
Is-0,50.48,7.6,1939,24298.075,Halle,Autumn,2006
La-1,52.73,15.24,1939,35927.23833,Halle,Autumn,2006
Ler-1,52.73,15.24,1939,16290.5,Halle,Autumn,2006
Lu-1,55.7,13.19,1939,16454.51,Halle,Autumn,2006
St-0,59.33,18.06,1939,28924.488,Halle,Autumn,2006
Bl-1,44.49,11.35,1940,19779.06,Halle,Autumn,2006
Bs-1,47.56,7.58,1940,49649.06,Halle,Autumn,2006
Bs-5 ,47.56,7.58,1940,29197.012,Halle,Autumn,2006
Bsch-0,50.02,8.67,1940,34472.604,Halle,Autumn,2006
Da-0,49.87,8.65,1940,40096.9,Halle,Autumn,2006
Fr-2,50.12,8.68,1940,34663.46333,Halle,Autumn,2006
Li-2:1 ,50.37,8.12,1940,31249.95333,Halle,Autumn,2006
Si-0,50.87,8.02,1940,34457.52,Halle,Autumn,2006
Vi-0,50.18,8.74,1940,24988.46,Halle,Autumn,2006
Bu-0,50.7,9.72,1941,17360.73667,Halle,Autumn,2006
Ep-0,50.17,8.39,1941,52322.39,Halle,Autumn,2006
Kn-0,54.9,23.89,1942,12611.85,Halle,Autumn,2006
Rsch-0,56.27,34.33,1942,8591.975,Halle,Autumn,2006
Chi-0,53.74,34.74,1943,16624.45,Halle,Autumn,2006
Lm-2,48.01,0.2,1943,47215.53333,Halle,Autumn,2006
Nw-1,50.32,8.41,1943,44116.925,Halle,Autumn,2006
Nw-3 ,50.32,8.41,1943,35490.38667,Halle,Autumn,2006
Rou-0,49.44,1.1,1943,28469.91667,Halle,Autumn,2006
Stw-0,52.97,36.07,1943,10940.38833,Halle,Autumn,2006
Ws-0,53.09,30.91,1943,30725.48667,Halle,Autumn,2006
Li-6:1,50.37,8.12,1944,31587.382,Halle,Autumn,2006
G-0,50.39,8,1947,19898.1,Halle,Autumn,2006
Ga-0,50.3,8,1948,24416.204,Halle,Autumn,2006
Li-10,50.37,8.12,1948,37220.686,Halle,Autumn,2006
Ll-0,41.83,2.89,1948,46250.05,Halle,Autumn,2006
Ll-2 ,41.83,2.89,1948,14247.01667,Halle,Autumn,2006
Loh-0,50.37,8.12,1948,53165.82,Halle,Autumn,2006
Pla-0,41.92,3.08,1948,28064.95,Halle,Autumn,2006
Se-0,41.42,2.25,1948,40665.85167,Halle,Autumn,2006
Sei-0,46.55,11.56,1948,20843.918,Halle,Autumn,2006
Sf-1,42.47,0.53,1948,23469.44333,Halle,Autumn,2006
Sf-2 ,42.47,0.53,1948,13248.03333,Halle,Autumn,2006
Ts-1,41.72,2.93,1948,45435.16667,Halle,Autumn,2006
Ts-5,41.72,2.93,1948,32380.78,Halle,Autumn,2006
Mr-0,44.78,9.77,1952,8687.553333,Halle,Autumn,2006
An-1,51.22,4.42,1954,27544.24667,Halle,Autumn,2006
Bla-1,41.67,2.79,1954,23456.94,Halle,Autumn,2006
Co-2,40.21,-8.43,1954,27674.325,Halle,Autumn,2006
Fe-1,48,7.85,1954,46310.04,Halle,Autumn,2006
Sg-1,48.12,8.33,1954,21196.916,Halle,Autumn,2006
Uk-4,48.03,7.76,1954,42077.218,Halle,Autumn,2006
Ak-1,48.07,7.65,1955,32831.18,Halle,Autumn,2006
Lo-1,47.62,7.66,1955,51456.38667,Halle,Autumn,2006
Mrk-0,47.64,7.59,1955,27660.0125,Halle,Autumn,2006
Set-0,54.07,-2.28,1955,10323.78333,Halle,Autumn,2006
Bla-10Ê,41.67,2.79,1956,17440.204,Halle,Autumn,2006
Gd-1,53.55,10.78,1957,32436.58,Halle,Autumn,2006
Pt-0,53.48,10.61,1957,20840.04333,Halle,Autumn,2006
G-2 ,51.53,9.93,1958,26621.23333,Halle,Autumn,2006
Goettingen-22,51.32,9.55,1959,16893.54,Halle,Autumn,2006
Goettingen-7,51.32,9.55,1959,21006.28,Halle,Autumn,2006
Rennes-1,48.5,-1.41,1959,78917.5175,Halle,Autumn,2006
Aa-0,50.92,9.57,1959,17273.45167,Halle,Autumn,2006
Ba-1,56.54,-4.79,1959,23048.658,Halle,Autumn,2006
Ca-0,50.3,8.27,1959,56663.56667,Halle,Autumn,2006
El-0,51.3,9.97,1959,39025.44667,Halle,Autumn,2006
Hh-0,54.42,9.89,1959,20925.784,Halle,Autumn,2006
Hn-0,51.33,8.27,1959,25238.68,Halle,Autumn,2006
Lan-0,55.67,-3.78,1959,23260.812,Halle,Autumn,2006
Ag-0,45.1,1.93,1960,20760.46667,Halle,Autumn,2006
Et-0,44.64,2.56,1960,30425.87333,Halle,Autumn,2006
Hl-0,52.26,9.63,1960,27735.5,Halle,Autumn,2006
Pn-0,48.07,-2.97,1960,34713.33667,Halle,Autumn,2006
Hl-3 ,51.57,9.9,1961,44410.34,Halle,Autumn,2006
Hs-0,52.91,9.02,1961,60432.972,Halle,Autumn,2006
Ty-0,56.43,-5.24,1961,19927.21,Halle,Autumn,2006
Np-0,52.7,10.98,1963,17986.3,Halle,Autumn,2006
Fi-0,50.5,8.02,1964,8729.072,Halle,Autumn,2006
Me-0,51.92,10.11,1964,77923.64,Halle,Autumn,2006
Nd-1,47.4,8.18,1964,35239.85,Halle,Autumn,2006
Or-0,50.38,8.01,1964,10665.93333,Halle,Autumn,2006
Ove-0,53.54,7.8,1964,19033.56667,Halle,Autumn,2006
Sh-0,51.68,10.21,1964,24163.87333,Halle,Autumn,2006
Wc-2,52.6,10.08,1964,30115.25,Halle,Autumn,2006
Wt-5,52.65,9.84,1964,40227.044,Halle,Autumn,2006
Sue-0,37.18,-3.6,1967,8493.435,Halle,Autumn,2006
Sah-0,38.9,-3.05,1974,13567.9,Halle,Autumn,2006
Mz-0,47.97,7.83,1975,23614.43,Halle,Autumn,2006
Per-1,58,56.24,1975,23039.38333,Halle,Autumn,2006
So-0,61.55,6.33,1975,3589.656667,Halle,Autumn,2006
Bus-0,60.47,8.47,1976,4128.568,Halle,Autumn,2006
Nie-0,50.34,8.43,1976,25441.58333,Halle,Autumn,2006
Hel-1,60.17,24.94,1977,10996.63,Halle,Autumn,2006
Nc-1,48.61,6.25,1977,24597.25,Halle,Autumn,2006
Al-0,55.19,9.01,1978,17372.80333,Halle,Autumn,2006
Eil-0,51.47,12.62,1978,29129.68333,Halle,Autumn,2006
Ge-1,46.2,6.14,1978,29542.8,Halle,Autumn,2006
No-0,51.06,13.3,1978,28437.462,Halle,Autumn,2006
Ob-2,50.2,8.58,1978,41279.06333,Halle,Autumn,2006
Sol-0,55.54,12.18,1978,13315.6625,Halle,Autumn,2006
Ste-0,52.6,11.87,1978,23634.3,Halle,Autumn,2006
Db-0,50.09,8.24,1979,38513.93667,Halle,Autumn,2006
Es-0,60.21,24.65,1979,7120.504,Halle,Autumn,2006
Lip-0,50.14,19.4,1980,32461.65,Halle,Autumn,2006
Bay-0,49.95,11.58,1983,70738.9475,Halle,Autumn,2006
Mnz-0,50,8.27,1984,28216.048,Halle,Autumn,2006
Dra-0,49.42,16.27,1987,28532.675,Halle,Autumn,2006
Jm-0,49.07,16.25,1987,16584.226,Halle,Autumn,2006
Ang-0,50.62,5.6,1987,31020.65,Halle,Autumn,2006
Cit-0,43.38,2.54,1987,15408.702,Halle,Autumn,2006
Gy-0,46.52,1.38,1987,38696.73667,Halle,Autumn,2006
Lz-0,45.83,3.38,1987,37371.68,Halle,Autumn,2006
Ra-0,46.02,3.35,1987,43236.174,Halle,Autumn,2006
Nok-3,52.23,4.45,1989,42156.5,Halle,Autumn,2006
Arby-1,59.38,16.52,1990,8490.573333,Halle,Autumn,2006
Benk-1,52,5.68,1990,27459.61667,Halle,Autumn,2006
Chat-1,48.07,1.33,1990,33630.66,Halle,Autumn,2006
Ema-1,51.28,0.45,1990,15517.00333,Halle,Autumn,2006
Eri-1,56.44,15.36,1990,17922.62,Halle,Autumn,2006
Lp2-2,49.22,16.39,1990,17895.716,Halle,Autumn,2006
Lp2-6,49.22,16.39,1990,31028.30333,Halle,Autumn,2006
Pu2-23,49.42,16.42,1990,17761.676,Halle,Autumn,2006
Pu2-7,49.42,16.42,1990,22368.895,Halle,Autumn,2006
Rak-2,49.04,16.31,1990,27845.44667,Halle,Autumn,2006
Rome-1,41.9,12.48,1990,27487.03333,Halle,Autumn,2006
Sap-0,49.81,14.4,1990,17642.04,Halle,Autumn,2006
Ting-1,56.52,14.98,1990,12238.6,Halle,Autumn,2006
Wei-0,47.42,8.43,1990,15863.3,Halle,Autumn,2006
Wei-1,47.42,8.43,1990,59432.46667,Halle,Autumn,2006
Zu-0,47.37,8.54,1990,9479.165,Halle,Autumn,2006
Zu-1,47.37,8.54,1990,28738.76667,Halle,Autumn,2006
Abd-0,57.15,-2.22,1993,8821.66,Halle,Autumn,2006
C24,40.21,-8.43,1993,14421.375,Halle,Autumn,2006
Jl-5,49.31,16.61,1993,22032.54,Halle,Autumn,2006
Ka-0,46.72,14.18,1993,20469.014,Halle,Autumn,2006
Kondara,38.35,68.48,1993,14519.61667,Halle,Autumn,2006
Litva,55.17,23.88,1993,36809.14167,Halle,Autumn,2006
Petergof,59.87,29.92,1993,50481.73,Halle,Autumn,2006
PHW-1,41.9,12.5,1993,21745.9425,Halle,Autumn,2006
PHW-2,43.77,11.26,1993,38372.67,Halle,Autumn,2006
PHW-26,50.67,-3.84,1993,30935.91667,Halle,Autumn,2006
PHW-3,50.94,6.96,1993,31946.74,Halle,Autumn,2006
PHW-31,52.4,0.26,1993,8926.9125,Halle,Autumn,2006
Rld-2,56.27,34.33,1993,48355.1275,Halle,Autumn,2006
Rubezhnoe,49.01,38.38,1993,8811.7475,Halle,Autumn,2006
Sha,38.35,68.48,1993,8489.4,Halle,Autumn,2006
Alc-0,40.48,-3.36,1998,16782.2125,Halle,Autumn,2006
NFC1,51.41,-0.67,1998,14613.18333,Halle,Autumn,2006
NFE1,51.41,-0.67,1998,10700.49,Halle,Autumn,2006
PUZ16 ,49.21,17.7,1998,14840.12,Halle,Autumn,2006
Bil-7,63.19,18.29,2000,5139.965,Halle,Autumn,2006
Bor-1,49.12,16.37,2000,41430.70333,Halle,Autumn,2006
Bor-4,49.12,16.37,2000,27844.7,Halle,Autumn,2006
CIBC-17,51.25,0.41,2000,22769.36,Halle,Autumn,2006
CIBC-5,51.25,0.41,2000,19145.016,Halle,Autumn,2006
Eden-1,62.58,17.92,2000,12928.425,Halle,Autumn,2006
Eden-2,62.58,17.92,2000,8822.325,Halle,Autumn,2006
Fab-4,63.01,18.19,2000,1966.5,Halle,Autumn,2006
Fei-0,40.93,-8.54,2000,51326.49333,Halle,Autumn,2006
HR-10,51.25,0.41,2000,23945.55667,Halle,Autumn,2006
