Accession,Lat,Lon,YearCollected,Fitness,Location,Season,YearPlanted
HR5,51.25,0.41,2000,30975.18,Halle,Autumn,2006
KZ1,49.5,73.1,2000,20723.7,Halle,Autumn,2006
KZ9,49.5,73.1,2000,16475.65333,Halle,Autumn,2006
Lov-1,62.58,17.92,2000,13714.862,Halle,Autumn,2006
N10,61.95,34.2,2000,5956.1,Halle,Autumn,2006
N11,62.01,34.07,2000,34595.2,Halle,Autumn,2006
N13,62.13,34.02,2000,25608.06667,Halle,Autumn,2006
N15,62.21,34.26,2000,8986.06,Halle,Autumn,2006
N17,61.78,34.36,2000,14288.91667,Halle,Autumn,2006
N7,61.9,34.6,2000,15277.88,Halle,Autumn,2006
N8,61.97,34.56,2000,18400.56167,Halle,Autumn,2006
NFA-10,51.25,0.41,2000,22305.69833,Halle,Autumn,2006
Omo2-1,56.25,15.25,2000,12323.954,Halle,Autumn,2006
Omo2-3,56.25,15.25,2000,25422.655,Halle,Autumn,2006
Ost-0,60.26,18.37,2000,8715.123333,Halle,Autumn,2006
Pro-0,43.25,-6.02,2000,28111.73333,Halle,Autumn,2006
Spr1-2,56.32,14.29,2000,13950.35,Halle,Autumn,2006
Spr1-6,56.32,14.29,2000,6093.536,Halle,Autumn,2006
Sq-1,51.25,0.41,2000,11188.68,Halle,Autumn,2006
Sq-8,51.25,0.41,2000,31536.612,Halle,Autumn,2006
Tamm-2,59.92,23.25,2000,17380,Halle,Autumn,2006
Tamm-27,59.92,23.25,2000,18607.17333,Halle,Autumn,2006
Ull2-3,56.09,13.46,2000,28565.28,Halle,Autumn,2006
Ull2-5,56.09,13.46,2000,10327.1575,Halle,Autumn,2006
Uod-1,48.07,14.53,2000,27440.35833,Halle,Autumn,2006
Uod-7,48.07,14.53,2000,28502.31667,Halle,Autumn,2006
Var2-1,55.42,14.25,2000,6430.666,Halle,Autumn,2006
Var2-6,55.42,14.25,2000,2802.093333,Halle,Autumn,2006
Zdr-1,49.12,16.37,2000,34290.965,Halle,Autumn,2006
Zdr-6,49.12,16.37,2000,12665.83,Halle,Autumn,2006
Bas-1,51.84,79.48,2002,9865.8,Halle,Autumn,2006
Bas-2,51.82,79.48,2002,14354.874,Halle,Autumn,2006
Bas-3,51.84,79.46,2002,17183.8,Halle,Autumn,2006
Cha-1,53.6,79.39,2002,3587.878,Halle,Autumn,2006
Cha-2,53.6,79.37,2002,10668.57,Halle,Autumn,2006
Kly-1,51.34,82.57,2002,7136.233333,Halle,Autumn,2006
Kly-2,51.31,82.59,2002,5860.165,Halle,Autumn,2006
Kly-3,51.36,82.59,2002,14844.56,Halle,Autumn,2006
Kly-4,51.32,82.55,2002,19008.96,Halle,Autumn,2006
Kly-5,51.32,82.55,2002,14665.09333,Halle,Autumn,2006
Kly-6,51.33,82.54,2002,17139.54,Halle,Autumn,2006
Koz-1,51.35,82.18,2002,15675.76333,Halle,Autumn,2006
Koz-2,51.33,82.19,2002,15740.33667,Halle,Autumn,2006
Koz-3,51.34,82.16,2002,14989.63,Halle,Autumn,2006
Leb-1,51.65,80.79,2002,11065.16,Halle,Autumn,2006
Leb-2,51.67,80.82,2002,9716.1775,Halle,Autumn,2006
Leb-3,51.66,80.82,2002,31898.16,Halle,Autumn,2006
Leb-4,51.63,80.83,2002,12561.93667,Halle,Autumn,2006
Mas-3,54.13,81.31,2002,14715.39833,Halle,Autumn,2006
Nos-1,51.87,80.6,2002,16815.565,Halle,Autumn,2006
1-Nov,51.75,80.82,2002,19702.85,Halle,Autumn,2006
2-Nov,51.77,80.85,2002,12906.2,Halle,Autumn,2006
3-Nov,51.73,80.86,2002,3595.606667,Halle,Autumn,2006
Rak-2,51.84,80.06,2002,7329.5,Halle,Autumn,2006
Rak-3,51.84,80.06,2002,12620.43333,Halle,Autumn,2006
Sev-1,52.1,79.31,2002,19384.845,Halle,Autumn,2006
Sij-1/72,41.45,70.05,2002,15980.275,Halle,Autumn,2006
Sij-4/82,41.45,70.05,2002,21448.87333,Halle,Autumn,2006
Blh-2,48.29,19.85,NA,16783.98,Halle,Autumn,2006
M3385S,59.33,18.06,NA,8053.663333,Halle,Autumn,2006
Sorbo,38.35,68.48,NA,17263.08333,Halle,Autumn,2006
Utrecht,52.09,5.12,NA,27280.55333,Halle,Autumn,2006
Br-0Ê,49.19,16.61,NA,48743.07333,Halle,Autumn,2006
Cen-0,49.18,-0.36,NA,20534.655,Halle,Autumn,2006
Cha-0,46.03,7.12,NA,6580.6525,Halle,Autumn,2006
Edi-0,55.95,-3.19,NA,42989.31,Halle,Autumn,2006
Ei-2,50.25,6.67,NA,21328.85,Halle,Autumn,2006
Ei-4 ,50.25,6.67,NA,13288.76,Halle,Autumn,2006
Ei-6 ,50.25,6.67,NA,38148.1,Halle,Autumn,2006
Hi-0,52.22,5.17,NA,36593.46,Halle,Autumn,2006
Ko-2,55.68,12.57,NA,7026.075,Halle,Autumn,2006
Ko-3,55.3,11.75,NA,13368.17333,Halle,Autumn,2006
Le-0,52.16,4.49,NA,45187.1825,Halle,Autumn,2006
Mh-1,53.52,20.2,NA,29232.56,Halle,Autumn,2006
Ms-0,55.76,37.62,NA,11257.44,Halle,Autumn,2006
Pf-0,48.55,9.11,NA,25071.53667,Halle,Autumn,2006
Wil-2,54.69,25.28,NA,14609.98,Halle,Autumn,2006
Ta-0,49.41,14.66,1937,3709.125,Valencia,Autumn,2006
Wa-1,52.23,21.01,1937,8689.2,Valencia,Autumn,2006
Bd-0,52.45,13.28,1939,1034.666667,Valencia,Autumn,2006
Col-0,52.73,15.24,1939,8588.98,Valencia,Autumn,2006
Dr-0,51.1,13.82,1939,7082.375,Valencia,Autumn,2006
Gie-0,50.58,8.65,1939,1849.408,Valencia,Autumn,2006
Gr-3,47.07,15.44,1939,8239.575,Valencia,Autumn,2006
Gr-6,47.07,15.44,1939,5933.3,Valencia,Autumn,2006
In-0,47.26,11.39,1939,4336.83,Valencia,Autumn,2006
Is-0,50.48,7.6,1939,9413.266667,Valencia,Autumn,2006
La-1,52.73,15.24,1939,14780.08,Valencia,Autumn,2006
Ler-1,52.73,15.24,1939,8801,Valencia,Autumn,2006
Lu-1,55.7,13.19,1939,0,Valencia,Autumn,2006
St-0,59.33,18.06,1939,1983.282,Valencia,Autumn,2006
Bl-1,44.49,11.35,1940,11069.66667,Valencia,Autumn,2006
Bs-1,47.56,7.58,1940,20841.8,Valencia,Autumn,2006
Bs-5 ,47.56,7.58,1940,6047.24,Valencia,Autumn,2006
Bsch-0,50.02,8.67,1940,18477.68,Valencia,Autumn,2006
Da-0,49.87,8.65,1940,2984.32,Valencia,Autumn,2006
Fr-2,50.12,8.68,1940,10607.426,Valencia,Autumn,2006
Li-2:1 ,50.37,8.12,1940,5123.8625,Valencia,Autumn,2006
Si-0,50.87,8.02,1940,8326.6,Valencia,Autumn,2006
Vi-0,50.18,8.74,1940,10920.165,Valencia,Autumn,2006
Bu-0,50.7,9.72,1941,218.816,Valencia,Autumn,2006
Ep-0,50.17,8.39,1941,6254.675,Valencia,Autumn,2006
Kn-0,54.9,23.89,1942,3856.666667,Valencia,Autumn,2006
Rsch-0,56.27,34.33,1942,10777.566,Valencia,Autumn,2006
Chi-0,53.74,34.74,1943,8046.624,Valencia,Autumn,2006
Lm-2,48.01,0.2,1943,11908.494,Valencia,Autumn,2006
Nw-1,50.32,8.41,1943,6162.52,Valencia,Autumn,2006
Nw-3 ,50.32,8.41,1943,4164.3,Valencia,Autumn,2006
Rou-0,49.44,1.1,1943,4297.62,Valencia,Autumn,2006
Stw-0,52.97,36.07,1943,16378.36667,Valencia,Autumn,2006
Ws-0,53.09,30.91,1943,16661.675,Valencia,Autumn,2006
Li-6:1,50.37,8.12,1944,6594.5,Valencia,Autumn,2006
G-0,50.39,8,1947,13717.1375,Valencia,Autumn,2006
Ga-0,50.3,8,1948,7422.125,Valencia,Autumn,2006
Li-10,50.37,8.12,1948,1583.3,Valencia,Autumn,2006
Ll-0,41.83,2.89,1948,10895.44,Valencia,Autumn,2006
Ll-2 ,41.83,2.89,1948,12777.6,Valencia,Autumn,2006
Loh-0,50.37,8.12,1948,4545.483333,Valencia,Autumn,2006
Pla-0,41.92,3.08,1948,17876.16,Valencia,Autumn,2006
Se-0,41.42,2.25,1948,3709.785,Valencia,Autumn,2006
Sei-0,46.55,11.56,1948,7152.35,Valencia,Autumn,2006
Sf-1,42.47,0.53,1948,16935.96,Valencia,Autumn,2006
Sf-2 ,42.47,0.53,1948,6536.775,Valencia,Autumn,2006
Ts-1,41.72,2.93,1948,18105.48,Valencia,Autumn,2006
Ts-5,41.72,2.93,1948,10067.35,Valencia,Autumn,2006
Mr-0,44.78,9.77,1952,705.5,Valencia,Autumn,2006
An-1,51.22,4.42,1954,7966.625,Valencia,Autumn,2006
Bla-1,41.67,2.79,1954,8144.5,Valencia,Autumn,2006
Co-2,40.21,-8.43,1954,26418,Valencia,Autumn,2006
Fe-1,48,7.85,1954,5734.0775,Valencia,Autumn,2006
Sg-1,48.12,8.33,1954,9789.6175,Valencia,Autumn,2006
Uk-4,48.03,7.76,1954,7754.5,Valencia,Autumn,2006
Ak-1,48.07,7.65,1955,5118.075,Valencia,Autumn,2006
Lo-1,47.62,7.66,1955,18952.55,Valencia,Autumn,2006
Mrk-0,47.64,7.59,1955,6184.44,Valencia,Autumn,2006
Set-0,54.07,-2.28,1955,461.425,Valencia,Autumn,2006
Bla-10Ê,41.67,2.79,1956,9922.055,Valencia,Autumn,2006
Gd-1,53.55,10.78,1957,10029.85,Valencia,Autumn,2006
Pt-0,53.48,10.61,1957,3457.56,Valencia,Autumn,2006
G-2 ,51.53,9.93,1958,8354.125,Valencia,Autumn,2006
Goettingen-22,51.32,9.55,1959,4964.8375,Valencia,Autumn,2006
Goettingen-7,51.32,9.55,1959,4751.5,Valencia,Autumn,2006
Rennes-1,48.5,-1.41,1959,4416,Valencia,Autumn,2006
Aa-0,50.92,9.57,1959,7162.82,Valencia,Autumn,2006
Ba-1,56.54,-4.79,1959,5585.2,Valencia,Autumn,2006
Ca-0,50.3,8.27,1959,14142.06,Valencia,Autumn,2006
El-0,51.3,9.97,1959,14671.24333,Valencia,Autumn,2006
Hh-0,54.42,9.89,1959,5710.7,Valencia,Autumn,2006
Hn-0,51.33,8.27,1959,22788.58,Valencia,Autumn,2006
Lan-0,55.67,-3.78,1959,14842.25,Valencia,Autumn,2006
Ag-0,45.1,1.93,1960,5476.95,Valencia,Autumn,2006
Et-0,44.64,2.56,1960,1410.345,Valencia,Autumn,2006
Hl-0,52.26,9.63,1960,11124.98,Valencia,Autumn,2006
Pn-0,48.07,-2.97,1960,7628.94,Valencia,Autumn,2006
Hl-3 ,51.57,9.9,1961,23243.18,Valencia,Autumn,2006
Hs-0,52.91,9.02,1961,1725.64,Valencia,Autumn,2006
Ty-0,56.43,-5.24,1961,2824.84,Valencia,Autumn,2006
Np-0,52.7,10.98,1963,7765.5625,Valencia,Autumn,2006
Fi-0,50.5,8.02,1964,3038.125,Valencia,Autumn,2006
Me-0,51.92,10.11,1964,5616.6,Valencia,Autumn,2006
Nd-1,47.4,8.18,1964,12305.5,Valencia,Autumn,2006
Or-0,50.38,8.01,1964,370.7,Valencia,Autumn,2006
Ove-0,53.54,7.8,1964,2769.833333,Valencia,Autumn,2006
Sh-0,51.68,10.21,1964,7840,Valencia,Autumn,2006
Wc-2,52.6,10.08,1964,1680.35,Valencia,Autumn,2006
Wt-5,52.65,9.84,1964,4284.6125,Valencia,Autumn,2006
Sue-0,37.18,-3.6,1967,6003.7,Valencia,Autumn,2006
Sah-0,38.9,-3.05,1974,6167.465,Valencia,Autumn,2006
Mz-0,47.97,7.83,1975,3711.34,Valencia,Autumn,2006
Per-1,58,56.24,1975,0,Valencia,Autumn,2006
So-0,61.55,6.33,1975,5908.05,Valencia,Autumn,2006
Bus-0,60.47,8.47,1976,5873.016667,Valencia,Autumn,2006
Nie-0,50.34,8.43,1976,14510.35,Valencia,Autumn,2006
Hel-1,60.17,24.94,1977,2760,Valencia,Autumn,2006
Nc-1,48.61,6.25,1977,11234.22,Valencia,Autumn,2006
Al-0,55.19,9.01,1978,2113.315,Valencia,Autumn,2006
Eil-0,51.47,12.62,1978,6115.164,Valencia,Autumn,2006
Ge-1,46.2,6.14,1978,7314.72,Valencia,Autumn,2006
No-0,51.06,13.3,1978,3894,Valencia,Autumn,2006
Ob-2,50.2,8.58,1978,7649.146,Valencia,Autumn,2006
Sol-0,55.54,12.18,1978,1122,Valencia,Autumn,2006
Ste-0,52.6,11.87,1978,5002.98,Valencia,Autumn,2006
Db-0,50.09,8.24,1979,12954.708,Valencia,Autumn,2006
Es-0,60.21,24.65,1979,6774.8775,Valencia,Autumn,2006
Lip-0,50.14,19.4,1980,6876.725,Valencia,Autumn,2006
Bay-0,49.95,11.58,1983,10219.075,Valencia,Autumn,2006
Mnz-0,50,8.27,1984,12004.484,Valencia,Autumn,2006
Dra-0,49.42,16.27,1987,13406.852,Valencia,Autumn,2006
Jm-0,49.07,16.25,1987,1556,Valencia,Autumn,2006
Ang-0,50.62,5.6,1987,24757.06667,Valencia,Autumn,2006
Cit-0,43.38,2.54,1987,4176.888,Valencia,Autumn,2006
Gy-0,46.52,1.38,1987,15193.08,Valencia,Autumn,2006
Lz-0,45.83,3.38,1987,3635.25,Valencia,Autumn,2006
Ra-0,46.02,3.35,1987,246,Valencia,Autumn,2006
Nok-3,52.23,4.45,1989,3326.68,Valencia,Autumn,2006
Arby-1,59.38,16.52,1990,5346.48,Valencia,Autumn,2006
Benk-1,52,5.68,1990,7089.6,Valencia,Autumn,2006
Chat-1,48.07,1.33,1990,19342.048,Valencia,Autumn,2006
Ema-1,51.28,0.45,1990,3476.55,Valencia,Autumn,2006
Eri-1,56.44,15.36,1990,13950.896,Valencia,Autumn,2006
Lp2-2,49.22,16.39,1990,5052.494,Valencia,Autumn,2006
Lp2-6,49.22,16.39,1990,5835.5,Valencia,Autumn,2006
Pu2-23,49.42,16.42,1990,14902.58,Valencia,Autumn,2006
Pu2-7,49.42,16.42,1990,16015.89,Valencia,Autumn,2006
Rak-2,49.04,16.31,1990,7654.366,Valencia,Autumn,2006
Rome-1,41.9,12.48,1990,15263.625,Valencia,Autumn,2006
Sap-0,49.81,14.4,1990,15961.6,Valencia,Autumn,2006
Ting-1,56.52,14.98,1990,3558.8675,Valencia,Autumn,2006
Wei-0,47.42,8.43,1990,2981.58,Valencia,Autumn,2006
Wei-1,47.42,8.43,1990,15430.9,Valencia,Autumn,2006
Zu-0,47.37,8.54,1990,896.6666667,Valencia,Autumn,2006
Zu-1,47.37,8.54,1990,12244.55,Valencia,Autumn,2006
Abd-0,57.15,-2.22,1993,10936.98667,Valencia,Autumn,2006
C24,40.21,-8.43,1993,10341.872,Valencia,Autumn,2006
Jl-5,49.31,16.61,1993,5028.16,Valencia,Autumn,2006
Ka-0,46.72,14.18,1993,7922.12,Valencia,Autumn,2006
Kondara,38.35,68.48,1993,4690.92,Valencia,Autumn,2006
Litva,55.17,23.88,1993,10382.53,Valencia,Autumn,2006
Petergof,59.87,29.92,1993,3836.575,Valencia,Autumn,2006
PHW-1,41.9,12.5,1993,12195.946,Valencia,Autumn,2006
PHW-2,43.77,11.26,1993,11633.884,Valencia,Autumn,2006
PHW-26,50.67,-3.84,1993,3505.6,Valencia,Autumn,2006
PHW-3,50.94,6.96,1993,8462.1375,Valencia,Autumn,2006
PHW-31,52.4,0.26,1993,3860,Valencia,Autumn,2006
Rld-2,56.27,34.33,1993,10762.728,Valencia,Autumn,2006
Rubezhnoe,49.01,38.38,1993,4269.75,Valencia,Autumn,2006
Sha,38.35,68.48,1993,12427.9325,Valencia,Autumn,2006
Alc-0,40.48,-3.36,1998,16578.60667,Valencia,Autumn,2006
NFC1,51.41,-0.67,1998,7096.175,Valencia,Autumn,2006
NFE1,51.41,-0.67,1998,4453.9875,Valencia,Autumn,2006
PUZ16 ,49.21,17.7,1998,8813.408,Valencia,Autumn,2006
Bil-7,63.19,18.29,2000,640.78,Valencia,Autumn,2006
Bor-1,49.12,16.37,2000,11818.824,Valencia,Autumn,2006
Bor-4,49.12,16.37,2000,8748.215,Valencia,Autumn,2006
CIBC-17,51.25,0.41,2000,14398.8,Valencia,Autumn,2006
CIBC-5,51.25,0.41,2000,7464.135,Valencia,Autumn,2006
Eden-1,62.58,17.92,2000,2662.55,Valencia,Autumn,2006
Eden-2,62.58,17.92,2000,538.975,Valencia,Autumn,2006
Fab-4,63.01,18.19,2000,48,Valencia,Autumn,2006
Fei-0,40.93,-8.54,2000,11770.23333,Valencia,Autumn,2006
HR-10,51.25,0.41,2000,7508.55,Valencia,Autumn,2006
HR5,51.25,0.41,2000,11143.325,Valencia,Autumn,2006
KZ1,49.5,73.1,2000,5234.118,Valencia,Autumn,2006
KZ9,49.5,73.1,2000,4290,Valencia,Autumn,2006
Lov-1,62.58,17.92,2000,4312.575,Valencia,Autumn,2006
N10,61.95,34.2,2000,6566,Valencia,Autumn,2006
N11,62.01,34.07,2000,8715.4,Valencia,Autumn,2006
N13,62.13,34.02,2000,12621.13,Valencia,Autumn,2006
N15,62.21,34.26,2000,1371.96,Valencia,Autumn,2006
N17,61.78,34.36,2000,7334.28,Valencia,Autumn,2006
N7,61.9,34.6,2000,11479.796,Valencia,Autumn,2006
N8,61.97,34.56,2000,10988.45,Valencia,Autumn,2006
NFA-10,51.25,0.41,2000,3111.563333,Valencia,Autumn,2006
Omo2-1,56.25,15.25,2000,1151.333333,Valencia,Autumn,2006
Omo2-3,56.25,15.25,2000,3346.864,Valencia,Autumn,2006
Ost-0,60.26,18.37,2000,7716.74,Valencia,Autumn,2006
Pro-0,43.25,-6.02,2000,13965,Valencia,Autumn,2006
Spr1-2,56.32,14.29,2000,3076.43,Valencia,Autumn,2006
Spr1-6,56.32,14.29,2000,7312.145,Valencia,Autumn,2006
Sq-1,51.25,0.41,2000,3792.616,Valencia,Autumn,2006
Sq-8,51.25,0.41,2000,7414.3775,Valencia,Autumn,2006
Tamm-2,59.92,23.25,2000,8280.5,Valencia,Autumn,2006
Tamm-27,59.92,23.25,2000,1997.4,Valencia,Autumn,2006
Ull2-3,56.09,13.46,2000,8643.68,Valencia,Autumn,2006
Ull2-5,56.09,13.46,2000,2311.986667,Valencia,Autumn,2006
Uod-1,48.07,14.53,2000,0,Valencia,Autumn,2006
Uod-7,48.07,14.53,2000,2873.05,Valencia,Autumn,2006
Var2-1,55.42,14.25,2000,775.28,Valencia,Autumn,2006
Var2-6,55.42,14.25,2000,361.55,Valencia,Autumn,2006
Zdr-1,49.12,16.37,2000,4152.29,Valencia,Autumn,2006
Zdr-6,49.12,16.37,2000,12967.9025,Valencia,Autumn,2006
Bas-1,51.84,79.48,2002,9264.42,Valencia,Autumn,2006
Bas-2,51.82,79.48,2002,15118.1,Valencia,Autumn,2006
Bas-3,51.84,79.46,2002,7430.26,Valencia,Autumn,2006
Cha-1,53.6,79.39,2002,3863.766667,Valencia,Autumn,2006
Cha-2,53.6,79.37,2002,1536.825,Valencia,Autumn,2006
Kly-1,51.34,82.57,2002,39.65,Valencia,Autumn,2006
Kly-2,51.31,82.59,2002,1792.68,Valencia,Autumn,2006
Kly-3,51.36,82.59,2002,3279.635,Valencia,Autumn,2006
Kly-4,51.32,82.55,2002,6449.333333,Valencia,Autumn,2006
Kly-5,51.32,82.55,2002,0,Valencia,Autumn,2006
Kly-6,51.33,82.54,2002,0,Valencia,Autumn,2006
Koz-1,51.35,82.18,2002,17806.425,Valencia,Autumn,2006
Koz-2,51.33,82.19,2002,5910.766667,Valencia,Autumn,2006
Koz-3,51.34,82.16,2002,6540.75,Valencia,Autumn,2006
Leb-1,51.65,80.79,2002,6224.1,Valencia,Autumn,2006
Leb-2,51.67,80.82,2002,4053.48,Valencia,Autumn,2006
Leb-3,51.66,80.82,2002,13248.35,Valencia,Autumn,2006
Leb-4,51.63,80.83,2002,4244.08,Valencia,Autumn,2006
Mas-3,54.13,81.31,2002,3248.4,Valencia,Autumn,2006
Nos-1,51.87,80.6,2002,11023.15,Valencia,Autumn,2006
1-Nov,51.75,80.82,2002,7551,Valencia,Autumn,2006
2-Nov,51.77,80.85,2002,4313.9,Valencia,Autumn,2006
3-Nov,51.73,80.86,2002,1667.38,Valencia,Autumn,2006
Rak-2,51.84,80.06,2002,4065.796,Valencia,Autumn,2006
Rak-3,51.84,80.06,2002,4367.05,Valencia,Autumn,2006
Sev-1,52.1,79.31,2002,10456.125,Valencia,Autumn,2006
Sij-1/72,41.45,70.05,2002,7272.9875,Valencia,Autumn,2006
Sij-4/82,41.45,70.05,2002,2614.44,Valencia,Autumn,2006
Blh-2,48.29,19.85,NA,5797.34,Valencia,Autumn,2006
M3385S,59.33,18.06,NA,850.2666667,Valencia,Autumn,2006
Sorbo,38.35,68.48,NA,5342.655,Valencia,Autumn,2006
Utrecht,52.09,5.12,NA,5489.653333,Valencia,Autumn,2006
Br-0Ê,49.19,16.61,NA,7512.3125,Valencia,Autumn,2006
Cen-0,49.18,-0.36,NA,7296.204,Valencia,Autumn,2006
Cha-0,46.03,7.12,NA,7627.68,Valencia,Autumn,2006
Edi-0,55.95,-3.19,NA,8461.98,Valencia,Autumn,2006
Ei-2,50.25,6.67,NA,9393,Valencia,Autumn,2006
Ei-4 ,50.25,6.67,NA,3919.6,Valencia,Autumn,2006
Ei-6 ,50.25,6.67,NA,6285.25,Valencia,Autumn,2006
Hi-0,52.22,5.17,NA,4418.08,Valencia,Autumn,2006
Ko-2,55.68,12.57,NA,2324.6,Valencia,Autumn,2006
Ko-3,55.3,11.75,NA,2816.908,Valencia,Autumn,2006
Le-0,52.16,4.49,NA,10282.545,Valencia,Autumn,2006
Mh-1,53.52,20.2,NA,12040.61333,Valencia,Autumn,2006
Ms-0,55.76,37.62,NA,6889.8,Valencia,Autumn,2006
Pf-0,48.55,9.11,NA,10824.94,Valencia,Autumn,2006
Wil-2,54.69,25.28,NA,2492.9,Valencia,Autumn,2006
Ta-0,49.41,14.66,1937,3806.585714,Norwich,Spring,2006
Wa-1,52.23,21.01,1937,3796.6,Norwich,Spring,2006
Bd-0,52.45,13.28,1939,5066.945714,Norwich,Spring,2006
Col-0,52.73,15.24,1939,3967.485714,Norwich,Spring,2006
Dr-0,51.1,13.82,1939,4594.794286,Norwich,Spring,2006
Gie-0,50.58,8.65,1939,4587.863333,Norwich,Spring,2006
Gr-3,47.07,15.44,1939,4149.214286,Norwich,Spring,2006
Gr-6,47.07,15.44,1939,4319.928571,Norwich,Spring,2006
In-0,47.26,11.39,1939,5354.228571,Norwich,Spring,2006
Is-0,50.48,7.6,1939,4417.728571,Norwich,Spring,2006
La-1,52.73,15.24,1939,4246.075,Norwich,Spring,2006
Ler-1,52.73,15.24,1939,2671.942857,Norwich,Spring,2006
Lu-1,55.7,13.19,1939,2898.933333,Norwich,Spring,2006
St-0,59.33,18.06,1939,5702.792857,Norwich,Spring,2006
Bl-1,44.49,11.35,1940,4369.07,Norwich,Spring,2006
Bs-1,47.56,7.58,1940,7592.32,Norwich,Spring,2006
Bs-5 ,47.56,7.58,1940,6698.802857,Norwich,Spring,2006
Bsch-0,50.02,8.67,1940,6224.531667,Norwich,Spring,2006
Da-0,49.87,8.65,1940,9402.428571,Norwich,Spring,2006
Fr-2,50.12,8.68,1940,6476.68,Norwich,Spring,2006
Li-2:1 ,50.37,8.12,1940,4078.24,Norwich,Spring,2006
Si-0,50.87,8.02,1940,8553.04,Norwich,Spring,2006
Vi-0,50.18,8.74,1940,5516.074286,Norwich,Spring,2006
Bu-0,50.7,9.72,1941,2565.951429,Norwich,Spring,2006
Ep-0,50.17,8.39,1941,10717.47714,Norwich,Spring,2006
Kn-0,54.9,23.89,1942,6510.85,Norwich,Spring,2006
Rsch-0,56.27,34.33,1942,4975.028571,Norwich,Spring,2006
Chi-0,53.74,34.74,1943,1906.983333,Norwich,Spring,2006
Lm-2,48.01,0.2,1943,8193.822857,Norwich,Spring,2006
Nw-1,50.32,8.41,1943,6103.092857,Norwich,Spring,2006
Nw-3 ,50.32,8.41,1943,5989.661429,Norwich,Spring,2006
Rou-0,49.44,1.1,1943,6268.63,Norwich,Spring,2006
Stw-0,52.97,36.07,1943,3326.401429,Norwich,Spring,2006
Ws-0,53.09,30.91,1943,3390.98,Norwich,Spring,2006
Li-6:1,50.37,8.12,1944,3765.707143,Norwich,Spring,2006
G-0,50.39,8,1947,6356.58,Norwich,Spring,2006
Ga-0,50.3,8,1948,3673.78,Norwich,Spring,2006
Li-10,50.37,8.12,1948,2429.392857,Norwich,Spring,2006
Ll-0,41.83,2.89,1948,6726.957143,Norwich,Spring,2006
Ll-2 ,41.83,2.89,1948,9134.622857,Norwich,Spring,2006
Loh-0,50.37,8.12,1948,8833.471429,Norwich,Spring,2006
Pla-0,41.92,3.08,1948,4038.142857,Norwich,Spring,2006
Se-0,41.42,2.25,1948,6618.614286,Norwich,Spring,2006
Sei-0,46.55,11.56,1948,5405.485714,Norwich,Spring,2006
Sf-1,42.47,0.53,1948,7244.457143,Norwich,Spring,2006
Sf-2 ,42.47,0.53,1948,4988.285714,Norwich,Spring,2006
Ts-1,41.72,2.93,1948,6996.357143,Norwich,Spring,2006
Ts-5,41.72,2.93,1948,4268.125714,Norwich,Spring,2006
Mr-0,44.78,9.77,1952,1129.68,Norwich,Spring,2006
An-1,51.22,4.42,1954,9198.765714,Norwich,Spring,2006
Bla-1,41.67,2.79,1954,3321.68,Norwich,Spring,2006
Co-2,40.21,-8.43,1954,4984.385714,Norwich,Spring,2006
Fe-1,48,7.85,1954,6632.914286,Norwich,Spring,2006
Sg-1,48.12,8.33,1954,3988.694286,Norwich,Spring,2006
Uk-4,48.03,7.76,1954,4593.822857,Norwich,Spring,2006
Ak-1,48.07,7.65,1955,6626.271429,Norwich,Spring,2006
Lo-1,47.62,7.66,1955,6418.242857,Norwich,Spring,2006
Mrk-0,47.64,7.59,1955,6391.345714,Norwich,Spring,2006
Set-0,54.07,-2.28,1955,NA,Norwich,Spring,2006
Bla-10Ê,41.67,2.79,1956,7709.171429,Norwich,Spring,2006
Gd-1,53.55,10.78,1957,3693.9,Norwich,Spring,2006
Pt-0,53.48,10.61,1957,4114.874286,Norwich,Spring,2006
G-2 ,51.53,9.93,1958,7264.251429,Norwich,Spring,2006
Goettingen-22,51.32,9.55,1959,1123.471429,Norwich,Spring,2006
Goettingen-7,51.32,9.55,1959,1059.597143,Norwich,Spring,2006
Rennes-1,48.5,-1.41,1959,3713.462857,Norwich,Spring,2006
Aa-0,50.92,9.57,1959,4555.677143,Norwich,Spring,2006
Ba-1,56.54,-4.79,1959,3244.665714,Norwich,Spring,2006
Ca-0,50.3,8.27,1959,8984.657143,Norwich,Spring,2006
El-0,51.3,9.97,1959,7779.288571,Norwich,Spring,2006
Hh-0,54.42,9.89,1959,NA,Norwich,Spring,2006
Hn-0,51.33,8.27,1959,5529.42,Norwich,Spring,2006
Lan-0,55.67,-3.78,1959,7845.268571,Norwich,Spring,2006
Ag-0,45.1,1.93,1960,1275.983333,Norwich,Spring,2006
Et-0,44.64,2.56,1960,3564.171429,Norwich,Spring,2006
Hl-0,52.26,9.63,1960,NA,Norwich,Spring,2006
Pn-0,48.07,-2.97,1960,4752.931429,Norwich,Spring,2006
Hl-3 ,51.57,9.9,1961,7317.172857,Norwich,Spring,2006
Hs-0,52.91,9.02,1961,10484.1,Norwich,Spring,2006
Ty-0,56.43,-5.24,1961,1369.447143,Norwich,Spring,2006
Np-0,52.7,10.98,1963,7912.583333,Norwich,Spring,2006
Fi-0,50.5,8.02,1964,3020.607143,Norwich,Spring,2006
Me-0,51.92,10.11,1964,7090.14,Norwich,Spring,2006
